Posição Global;Posição Categoria;Subcategoria;ASIN;Nome;Preço à vista;Nota Geral;Qtd. Avaliações;Link;Características;Nota Comentário;Data Comentário;Comentário
764;12;Instrumentos Musicais;MLB27048469;Suporte Para Instrumentos Chão Guitarra Violão Baixo Ask G3s Cor Preto;53,10;4,8;4364;https://www.mercadolivre.com.br/suporte-para-instrumentos-cho-guitarra-violo-baixo-ask-g3s-cor-preto/p/MLB27048469;;;;
765;13;Instrumentos Musicais;N/A;Microfone Sem Fio Lapela Vianova Imã Duplo Anti Ruído Para iPhone 11 12 13 14 Preto Preto;61,90;4,6;120;https://www.mercadolivre.com.br/microfone-sem-fio-lapela-vianova-ima-duplo-anti-ruido-para-iphone-11-12-13-14-preto/up/MLBU3431775610;;;;
766;14;Instrumentos Musicais;MLB-3637591583;Encordoamento Cordas Violão Aço Daddario 09 010 011 Mi Extra;53,20;4,8;2343;https://produto.mercadolivre.com.br/MLB-3637591583-encordoamento-cordas-violo-aco-daddario-09-010-011-mi-extra-_JM;;;;
767;15;Instrumentos Musicais;MLB53207275;Kit 2 Microfone Sem Fio Profissional Bluetooth Led Com Receptor Para Karaoke Igreja, Palestra;119,00;4,7;404;https://www.mercadolivre.com.br/kit-2-microfone-sem-fio-profissional-bluetooth-led-com-receptor-para-karaoke-igreja-palestra/p/MLB53207275;;;;
768;16;Instrumentos Musicais;MLB25715863;Escaleta Estudante Concert M32 32 Teclas Cor Rosa;110,70;4,8;3137;https://www.mercadolivre.com.br/escaleta-estudante-concert-m32-32-teclas-cor-rosa/p/MLB25715863;;;;
769;17;Instrumentos Musicais;MLB62002676;Kit 2 Microfones Sem Fio Recarregável Profissional Uhf Led Karaokê Palestras Shows Igrejas Apresentações Cancelamento De Ruído Anti-larsen Cardioide 14h Bateria Para Palco Reuniões Micgeek Preto;126,96;4,9;512;https://www.mercadolivre.com.br/kit-2-microfones-sem-fio-recarregavel-profissional-uhf-led-karaok-palestras-shows-igrejas-apresentacoes-cancelamento-de-ruido-anti-larsen-cardioide-14h-bateria-para-palco-reunioes-micgeek/p/MLB62002676;;;;
770;18;Instrumentos Musicais;MLB23218346;Cabo P10 X P10 Santo Angelo Ninja 10ft - 3.05m;54,95;4,9;5174;https://www.mercadolivre.com.br/cabo-p10-x-p10-santo-angelo-ninja-10ft-305m/p/MLB23218346;;;;
771;19;Instrumentos Musicais;MLB50575630;Microfone Sem Fio Hollyland Lark A1 Combo Mini Para iPhone Android Podcast Vlogs Preto;449,00;4,9;1555;https://www.mercadolivre.com.br/microfone-sem-fio-hollyland-lark-a1-combo-mini-para-iphone-android-podcast-vlogs-preto/p/MLB50575630;;;;
772;20;Instrumentos Musicais;MLB-5301332008;Microfone Lapela J6 Imã Sem Fio Duplo Duplo Anti Ruído;138,22;4,8;297;https://produto.mercadolivre.com.br/MLB-5301332008-microfone-lapela-j6-im-sem-fio-duplo-duplo-anti-ruido-_JM;;;;
793;1;Joias e Relógios;MLB37617239;Kit 5 Pulseiras Vermelhas 7 Nós Ajustáveis Em Seda Proteção, Equilíbrio E Energia Positiva Inspiradas Kabbalah Acessório Unissex Para Presente E Uso Diário Com Design Artesanal;19,00;4,7;5867;https://www.mercadolivre.com.br/kit-5-pulseiras-vermelhas-7-nos-ajustaveis-em-seda-proteco-equilibrio-e-energia-positiva-inspiradas-kabbalah-acessorio-unissex-para-presente-e-uso-diario-com-design-artesanal/p/MLB37617239;;;;
794;2;Joias e Relógios;MLB17403342;Relógio De Pulso Digital Skmei 1251 Com Corria De Poliuretano Cor Preto - Bisel Marrom;62,99;4,7;14334;https://www.mercadolivre.com.br/relogio-de-pulso-digital-skmei-1251-com-corria-de-poliuretano-cor-preto-bisel-marrom/p/MLB17403342;;;;
795;3;Joias e Relógios;MLB17913852;Relogio Orient Masculino Analogico Prateado Mbss1155a D2sx Azul-escuro;272,00;4,8;9018;https://www.mercadolivre.com.br/relogio-orient-masculino-analogico-prateado-mbss1155a-d2sx/p/MLB17913852;;;;
796;4;Joias e Relógios;N/A;Piercing Nostril Nariz Prata 925 Cravejado 9mm Fino Delicado Prateado;24,00;4,4;1866;https://www.mercadolivre.com.br/piercing-nostril-nariz-prata-925-cravejado-9mm-fino-delicado/up/MLBU1992385666;;;;
797;5;Joias e Relógios;N/A;Corrente De Prata 925 Masculina Conjunto Legítima + Pulseira Prata;103,74;4,7;4377;https://www.mercadolivre.com.br/corrente-de-prata-925-masculina-conjunto-legitima--pulseira/up/MLBU1458725356;;;;
798;6;Joias e Relógios;MLB26632141;Porta Jóias Viagem Couro Estojo Maquiagem Portátil Cor Preto;19,00;4,7;1985;https://www.mercadolivre.com.br/porta-joias-viagem-couro-estojo-maquiagem-portatil-cor-preto/p/MLB26632141;;;;
799;7;Joias e Relógios;MLB31055628;Pulseira De Silicone Para Relógio Smartwatch 38mm 40mm 41mm Cor Lilás;22,90;4,6;982;https://www.mercadolivre.com.br/pulseira-de-silicone-para-relogio-smartwatch-38mm-40mm-41mm-cor-lilas/p/MLB31055628;;;;
800;8;Joias e Relógios;N/A;Kit Relógio Feminino Prata Prova D'água + Colar E Brincos Prateado;66,27;4,6;2143;https://www.mercadolivre.com.br/kit-relogio-feminino-prata-prova-dagua--colar-e-brincos/up/MLBU1984448039;;;;
801;9;Joias e Relógios;MLB31434007;Kit 3 Pulseiras Vermelhas 7 Nós Kabbalah Proteção Contra Inveja Olho Gordo Energia Positiva Amuleto Fé Sorte Amor Saúde Paz Equilíbrio Espiritual Presente Unissex;19,00;4,7;2659;https://www.mercadolivre.com.br/kit-3-pulseiras-vermelhas-7-nos-kabbalah-proteco-contra-inveja-olho-gordo-energia-positiva-amuleto-fe-sorte-amor-saude-paz-equilibrio-espiritual-presente-unissex/p/MLB31434007;;;;
802;10;Joias e Relógios;MLB61076033;Corrente Cordão Masculino Grumet Aço Inox + Pulseira Conjunto Colar 70cm Correntinha Masculina Para Presente Cor Prateado Prata Gourmet;19,11;4,8;774;https://www.mercadolivre.com.br/corrente-cordo-masculino-grumet-aco-inox-pulseira-conjunto-colar-70cm-correntinha-masculina-para-presente-cor-prateado-prata-gourmet/p/MLB61076033;;;;
803;11;Joias e Relógios;MLB18347132;Smartwatch Garmin Forerunner 55, Tela Lcd Mip 1.04 , Caixa Polímero 42mm, Pulseira Silicone Branca;1214,00;4,9;2689;https://www.mercadolivre.com.br/smartwatch-garmin-forerunner-55-tela-lcd-mip-104-caixa-polimero-42mm-pulseira-silicone-branca/p/MLB18347132;;;;
804;12;Joias e Relógios;MLB62575807;Corrente De Prata 925 Masculina Legítima Italiana + Pulseira E Pingente Crucifixo Cordão Correntinha Com Cruz E Pulseirinha Fina Maciça Colar Grumet 1x1 Escamada Corrente Escama De Peixe 60cm Gourmet;122,49;4,5;5146;https://www.mercadolivre.com.br/corrente-de-prata-925-masculina-legitima-italiana-pulseira-e-pingente-crucifixo-cordo-correntinha-com-cruz-e-pulseirinha-fina-macica-colar-grumet-1x1-escamada-corrente-escama-de-peixe-60cm-gourmet/p/MLB62575807;;;;
805;13;Joias e Relógios;N/A;Pulseira De Prata 925 Masculina Legítima Grumet Italiana Prata 21 Cm;44,84;4,7;4489;https://www.mercadolivre.com.br/pulseira-de-prata-925-masculina-legitima-grumet-italiana/up/MLBU1733224451;;;;
806;14;Joias e Relógios;MLB47310118;Pulseira Inteligente Xiaomi Smart Band 9 Active, Rosa Rosa;199,99;4,8;2858;https://www.mercadolivre.com.br/pulseira-inteligente-xiaomi-smart-band-9-active-rosa-rosa/p/MLB47310118;;;;
807;15;Joias e Relógios;MLB28892003;Porta Joias Grande Durável Portátil Viagem Passeio Bolsa Estuche Couro Botão Cor Branco;24,50;4,8;2528;https://www.mercadolivre.com.br/porta-joias-grande-duravel-portatil-viagem-passeio-bolsa-estuche-couro-boto-cor-branco/p/MLB28892003;;;;
808;16;Joias e Relógios;MLB29454553;Brinco Prata 925 Argola Masculino Cravejado Zircônia Banhado Cor Prateado;19,00;4,6;1819;https://www.mercadolivre.com.br/brinco-prata-925-argola-masculino-cravejado-zircnia-banhado-cor-prateado/p/MLB29454553;;;;
809;17;Joias e Relógios;MLB-3973016535;Maleta Porta Joias Organizador C/ Chave Viagem 3 Camadas;76,58;4,9;575;https://produto.mercadolivre.com.br/MLB-3973016535-maleta-porta-joias-organizador-c-chave-viagem-3-camadas-_JM;;;;
810;18;Joias e Relógios;MLB63722105;Pulseira Capa Compatível Com Ga-100 Ga-110 Ga-120 Gd-100 Cor Azul-ciano;43,06;4,6;1865;https://www.mercadolivre.com.br/pulseira-capa-compativel-com-ga-100-ga-110-ga-120-gd-100-cor-azul-ciano/p/MLB63722105;;;;
811;19;Joias e Relógios;MLB60737459;Corrente Cordão Masculino Grumet Aço Inox Cruz Crucifixo Colar Correntinha Masculina Para Presente Cor Prata Prateado 60cm;19,50;4,8;825;https://www.mercadolivre.com.br/corrente-cordo-masculino-grumet-aco-inox-cruz-crucifixo-colar-correntinha-masculina-para-presente-cor-prata-prateado-60cm/p/MLB60737459;;;;
812;20;Joias e Relógios;MLB-5256055206;Caixa Maleta Estojo Porta Relógios Organizadora Luxo Top;97,77;4,8;877;https://produto.mercadolivre.com.br/MLB-5256055206-caixa-maleta-estojo-porta-relogios-organizadora-luxo-top-_JM;;;;
833;1;Livros, Revistas e Comics;MLB60309690;Livro Café Com Deus Pai 6a Edição, De Junior Rostirola, Vol. 6. Editora Vélos, Capa Mole (2026);79,90;5,0;10311;https://www.mercadolivre.com.br/livro-cafe-com-deus-pai-6a-edico-de-junior-rostirola-vol-6-editora-velos-capa-mole-2026/p/MLB60309690;;;;
834;2;Livros, Revistas e Comics;MLB19320442;Livro A Psicologia Financeira: Lições Atemporais Sobre Fortuna, Ganância E Felicidade, De Housel, Morgan. Editora Harpercollins Brasil, Capa Mole Em Português, 2021;33,35;4,9;11775;https://www.mercadolivre.com.br/livro-a-psicologia-financeira-licoes-atemporais-sobre-fortuna-ganncia-e-felicidade-de-housel-morgan-editora-harpercollins-brasil-capa-mole-em-portugus-2021/p/MLB19320442;;;;
835;3;Livros, Revistas e Comics;N/A;Café Com Deus Pai 2026 - Porções Diárias De Amor + Mini Copo;63,98;5,0;666;https://www.mercadolivre.com.br/cafe-com-deus-pai-2026--porcoes-diarias-de-amor--mini-copo/up/MLBU3652752796;;;;
836;4;Livros, Revistas e Comics;MLB42008720;365 Dias Amor Com Deus Devocional;30,90;4,9;382;https://www.mercadolivre.com.br/365-dias-amor-com-deus-devocional/p/MLB42008720;;;;
837;5;Livros, Revistas e Comics;MLB54501359;Livro Eu, Minhas Lutas Internas E Deus | Identificando As Lutas Emocionais E Espirituais, De Estela Costa, Vol. 1. Editora Exclusivos Família Cristã, Capa Mole (2024);22,74;4,9;4474;https://www.mercadolivre.com.br/livro-eu-minhas-lutas-internas-e-deus-identificando-as-lutas-emocionais-e-espirituais-de-estela-costa-vol-1-editora-exclusivos-familia-crist-capa-mole-2024/p/MLB54501359;;;;
838;6;Livros, Revistas e Comics;MLB51089812;Mulheres Com Deus - 365 Dias De Fé - Devocional;28,90;5,0;469;https://www.mercadolivre.com.br/mulheres-com-deus-365-dias-de-fe-devocional/p/MLB51089812;;;;
839;7;Livros, Revistas e Comics;MLB55759906;Livro Devocional 365 Dias | Oi Deus, Sou Eu De Novo | Deive Leonardo - Devocionais Dia A Dia Diario Reflexao De Deive Leonardo, Vol. Único. Editora Preach, Capa Mole (2026);50,15;5,0;1369;https://www.mercadolivre.com.br/livro-devocional-365-dias-oi-deus-sou-eu-de-novo-deive-leonardo-devocionais-dia-a-dia-diario-reflexao-de-deive-leonardo-vol-unico-editora-preach-capa-mole-2026/p/MLB55759906;;;;
840;8;Livros, Revistas e Comics;MLB40612370;Café Com Deus Pai - Porções Diárias De Transformação De Junior Rostirola Editorial Velos Capa Mole Em Português 2025;23,40;4,9;41402;https://www.mercadolivre.com.br/cafe-com-deus-pai-porcoes-diarias-de-transformaco-de-junior-rostirola-editorial-velos-capa-mole-em-portugus-2025/p/MLB40612370;;;;
841;9;Livros, Revistas e Comics;MLB57074862;Livro Devocional Mulheres 2026 | Viviane Martinello;109,90;5,0;1340;https://www.mercadolivre.com.br/livro-devocional-mulheres-2026-viviane-martinello/p/MLB57074862;;;;
842;10;Livros, Revistas e Comics;MLB19299491;Hábitos Atômicos: Um Método Fácil E Comprovado De Criar Bons Hábitos E Se Livrar Dos Maus James Clear;34,90;4,9;6895;https://www.mercadolivre.com.br/habitos-atmicos-um-metodo-facil-e-comprovado-de-criar-bons-habitos-e-se-livrar-dos-maus-james-clear/p/MLB19299491;;;;
843;11;Livros, Revistas e Comics;N/A;Café Com Deus Pai | 2026 | Volume 6 | Porções Diárias De Amor | Capa Dura + Brinde Marca Texto;84,51;5,0;872;https://www.mercadolivre.com.br/cafe-com-deus-pai--2026--volume-6--porcoes-diarias-de-amor--capa-dura--brinde-marca-texto/up/MLBU3442142825;;;;
844;12;Livros, Revistas e Comics;MLB41503075;365 Hábitos Simples E Poderosos;23,58;4,9;385;https://www.mercadolivre.com.br/365-habitos-simples-e-poderosos/p/MLB41503075;;;;
845;13;Livros, Revistas e Comics;N/A;Café Com Deus Pai | 2026 | Volume 6 | Porções Diárias De Amor | Capa Brochura + Brinde Copo 250ml + Ecobag 2026;82,36;5,0;454;https://www.mercadolivre.com.br/cafe-com-deus-pai--2026--volume-6--porcoes-diarias-de-amor--capa-brochura--brinde-copo-250ml--ecobag-2026/up/MLBU3442120149;;;;
846;14;Livros, Revistas e Comics;MLB21744909;Livro Os Segredos Da Mente Milionária Edição 01 Em Português Editora Sextante 2006;32,95;4,9;7053;https://www.mercadolivre.com.br/livro-os-segredos-da-mente-milionaria-edico-01-em-portugus-editora-sextante-2006/p/MLB21744909;;;;
847;15;Livros, Revistas e Comics;N/A;Devocional Café Com Deus Pai 2026/ Capa Brochura + Copo;63,98;5,0;352;https://www.mercadolivre.com.br/devocional-cafe-com-deus-pai-2026-capa-brochura--copo/up/MLBU3118162055;;;;
848;16;Livros, Revistas e Comics;MLB29920148;Livro A Empregada: Bem-vinda À Família, De Freida Mcfadden. Editorial Editora Arqueiro, Capa Mole Em Português, 2023;42,65;4,9;2058;https://www.mercadolivre.com.br/livro-a-empregada-bem-vinda-familia-de-freida-mcfadden-editorial-editora-arqueiro-capa-mole-em-portugus-2023/p/MLB29920148;;;;
849;17;Livros, Revistas e Comics;MLB19453772;Livro Verity, De Hoover, Colleen, Vol. 1. Editora Galera, Capa Mole (2020);39,80;4,9;3557;https://www.mercadolivre.com.br/livro-verity-de-hoover-colleen-vol-1-editora-galera-capa-mole-2020/p/MLB19453772;;;;
850;18;Livros, Revistas e Comics;MLB22500020;Melhor Do Que Nos Filmes, De Lynn Painter. Editora Intrínseca Ltda, Capa Mole, Edição Brochura Em Português, 2023;39,80;4,9;3967;https://www.mercadolivre.com.br/melhor-do-que-nos-filmes-de-lynn-painter-editora-intrinseca-ltda-capa-mole-edico-brochura-em-portugus-2023/p/MLB22500020;;;;
851;19;Livros, Revistas e Comics;MLB19424544;O Homem Mais Rico Da Babilônia George S. Clason -2017 - Editora Harpercollins Brasil;19,32;4,9;11703;https://www.mercadolivre.com.br/o-homem-mais-rico-da-babilnia-george-s-clason-2017-editora-harpercollins-brasil/p/MLB19424544;;;;
852;20;Livros, Revistas e Comics;MLB40624238;Devocional Mulheres Biblia Feminino De Viviane Martinello Específico Vol Único Editorial Vida Capa Dura Em Português 2024;32,93;4,9;4739;https://www.mercadolivre.com.br/devocional-mulheres-biblia-feminino-de-viviane-martinello-especifico-vol-unico-editorial-vida-capa-dura-em-portugus-2024/p/MLB40624238;;;;
873;1;Música, Filmes e Seriados;N/A;Tubo Ressonância Lax Vox Original Etvso 35cmx9 Translucido;22,99;4,9;2880;https://www.mercadolivre.com.br/tubo-ressonancia-lax-vox-original-etvso-35cmx9-translucido/up/MLBU760527427;;;;
874;2;Música, Filmes e Seriados;N/A;Vinil Lps 100 Plásticos - 50 Extra Grosso 0,20 + 50 Internos;74,90;4,9;1179;https://www.mercadolivre.com.br/vinil-lps-100-plasticos--50-extra-grosso-020--50-internos/up/MLBU1479080293;;;;
875;3;Música, Filmes e Seriados;N/A;Vil Limp - Escova De Limpeza Discos De Vinil Lp Erpires;48,30;4,7;229;https://www.mercadolivre.com.br/vil-limp--escova-de-limpeza-discos-de-vinil-lp/up/MLBU1985638071;;;;
876;4;Música, Filmes e Seriados;N/A;25 Plasticos Externos 0,20 Grosso P/ Lp Vinil Capa Gatefold;34,24;4,9;310;https://www.mercadolivre.com.br/25-plasticos-externos-020-grosso-p-lp-vinil-capa-gatefold/up/MLBU1411923681;;;;
877;5;Música, Filmes e Seriados;MLB-4367098613;Tapete Acrílico Para Toca Disco Vinil Anti-skating Estática;99,00;4,9;15;https://produto.mercadolivre.com.br/MLB-4367098613-tapete-acrilico-para-toca-disco-vinil-anti-skating-estatica-_JM;;;;
878;6;Música, Filmes e Seriados;N/A;Plastico Vinil Lp 50 - 25 Externos 0,10 + 25 Internos;29,90;4,9;97;https://www.mercadolivre.com.br/plastico-vinil-lp-50--25-externos-010--25-internos/up/MLBU1423857732;;;;
879;7;Música, Filmes e Seriados;N/A;Cartão Pré-pago Netflix Digital - R$ 35, Leia Descrição;52,20;4,9;132;https://www.mercadolivre.com.br/cartao-prepago-netflix-digital--r-35-leia-descricao/up/MLBU1728995065;;;;
880;8;Música, Filmes e Seriados;N/A;Pack 4000 Músicas Para Ouvir No Carro Download Imediato Edição Limitada;22,97;3,9;7;https://www.mercadolivre.com.br/pack-4000-musicas-para-ouvir-no-carro--download-imediato/up/MLBU3583813645;;;;
881;9;Música, Filmes e Seriados;MLB57357830;Plastico Vinil Lp 200 - 100 Externos 0.15 + 100 Interno;85,42;4,8;743;https://www.mercadolivre.com.br/plastico-vinil-lp-200-100-externos-015-100-interno/p/MLB57357830;;;;
882;10;Música, Filmes e Seriados;MLB2020183662;Stray Kids - Álbum De Hip-hop E Skzhop [skzhop] /.um.;19,22;4,9;29;https://www.mercadolivre.com.br/stray-kids-album-skzhop-hiptape-hop-skzhop-/p/MLB2020183662;;;;
883;11;Música, Filmes e Seriados;N/A;10 Plásticos Vinil Lp Duplo Double Gatefold 2 Bocas Duplo Gatefold 0.20;34,90;4,8;58;https://www.mercadolivre.com.br/10-plasticos-vinil-lp-duplo-double-gatefold-2-bocas/up/MLBU3494970110;;;;
884;12;Música, Filmes e Seriados;N/A;Plastico Vinil Lp Externo 0,10 - 50 Unidades;26,90;4,8;49;https://www.mercadolivre.com.br/plastico-vinil-lp-externo-010--50-unidades/up/MLBU1415954188;;;;
885;13;Música, Filmes e Seriados;N/A;Parks And Recreation- Coleção Completa! (envio Digital);30,00;4,9;94;https://www.mercadolivre.com.br/parks-and-recreation-colecao-completa-envio-digital/up/MLBU1933107840;;;;
886;14;Música, Filmes e Seriados;N/A;Plastico Vinil Grosso 50 - 25 Externos 0,20 + 25 Internos;37,28;4,9;164;https://www.mercadolivre.com.br/plastico-vinil-grosso-50--25-externos-020--25-internos/up/MLBU1411966255;;;;
887;15;Música, Filmes e Seriados;MLB2051394803;Para Stray Kids - Álbum Skz It Tape [ Do It ] (versão It);55,36;4,8;4;https://www.mercadolivre.com.br/stray-kids-album-skz-it-tape-do-it-version-it-it/p/MLB2051394803;;;;
888;16;Música, Filmes e Seriados;MLB-5308486228;Hinário Ccb 5 Cifrado Para Violão, O Melhor De Todos.;145,53;4,9;172;https://produto.mercadolivre.com.br/MLB-5308486228-hinario-ccb-5-cifrado-para-violo-o-melhor-de-todos-_JM;;;;
889;17;Música, Filmes e Seriados;N/A;15 Plasticos Externo Lp Vinil Gatefold + 15 Internos;29,62;4,8;212;https://www.mercadolivre.com.br/15-plasticos-externo-lp-vinil-gatefold--15-internos/up/MLBU1415832262;;;;
890;18;Música, Filmes e Seriados;MLB-3148939176;Plastico Vinil Lp Interno - 100 Unidades;32,10;4,9;83;https://produto.mercadolivre.com.br/MLB-3148939176-plastico-vinil-lp-interno-100-unidades-_JM;;;;
891;19;Música, Filmes e Seriados;N/A;Plastico Vinil Grosso 100 - 50 Externos 0,20 + 50 Internos;67,72;4,9;55;https://www.mercadolivre.com.br/plastico-vinil-grosso-100--50-externos-020--50-internos/up/MLBU1411927047;;;;
911;1;Pet Shop;MLB16008478;Simparic 10mg C/ 3 Comprimidos Para Cães De 2,6kg A 5kg Proteção Completa Antipulgas E Carrapatos;149,90;4,8;62387;https://www.mercadolivre.com.br/simparic-10mg-c-3-comprimidos-para-ces-de-26kg-a-5kg-proteco-completa-antipulgas-e-carrapatos/p/MLB16008478;;;;
912;2;Pet Shop;MLB28131416;Tapete Higiênico 50 Unidades (60x55) Descartável Manta Fralda Absorvente Gel Para Cachorro Pet Cão Branco;43,62;4,4;16605;https://www.mercadolivre.com.br/tapete-higinico-50-unidades-60x55-descartavel-manta-fralda-absorvente-gel-para-cachorro-pet-co/p/MLB28131416;;;;
913;3;Pet Shop;MLB24920313;Coleira Peitoral Para Cachorro Pet Colete Refletivo + Guia Cor Preto Top Reflexível Tamanho Da Coleira P;19,10;4,6;9424;https://www.mercadolivre.com.br/coleira-peitoral-para-cachorro-pet-colete-refletivo-guia-cor-preto-top-reflexivel-tamanho-da-coleira-p/p/MLB24920313;;;;
914;4;Pet Shop;MLB15983684;Antipulgas E Carrapatos Nexgard Spectra Para Cães De 30,1 A 60kg;109,90;4,8;21860;https://www.mercadolivre.com.br/antipulgas-e-carrapatos-nexgard-spectra-para-ces-de-301-a-60kg/p/MLB15983684;;;;
915;5;Pet Shop;MLB10481561;Golden Gatos Castrados Carne 10,1kg Alimento Ração Saudável;168,78;4,9;15626;https://www.mercadolivre.com.br/golden-gatos-castrados-carne-101kg-alimento-raco-saudavel/p/MLB10481561;;;;
916;6;Pet Shop;MLB14601364;Ração Seca Cão Adulto Golden Fórmula Salmão E Arroz 3kg;60,00;4,9;12014;https://www.mercadolivre.com.br/raco-seca-co-adulto-golden-formula-salmo-e-arroz-3kg/p/MLB14601364;;;;
917;7;Pet Shop;MLB45698763;Antipulga Carrapato Bravecto 250 Mg Cães De 4,5 Kg A 10 Kg;31,73;4,8;13551;https://www.mercadolivre.com.br/antipulga-carrapato-bravecto-250-mg-ces-de-45-kg-a-10-kg/p/MLB45698763;;;;
918;8;Pet Shop;MLB16033231;Ivercanis Antiparasitário Comprimidos 12mg Para Cães 4 Un Contra Pulgas Carrapatos;21,90;4,3;8807;https://www.mercadolivre.com.br/ivercanis-antiparasitario-comprimidos-12mg-para-ces-4-un-contra-pulgas-carrapatos/p/MLB16033231;;;;
919;9;Pet Shop;MLB15982831;Nexgard Antipulgas E Carrapatos Comprimidos Para Cão De 2kg A 4kg 3 Comprimidos Boeringer Ingelhein;79,00;4,8;23603;https://www.mercadolivre.com.br/nexgard-antipulgas-e-carrapatos-comprimidos-para-co-de-2kg-a-4kg-3-comprimidos-boeringer-ingelhein/p/MLB15982831;;;;
920;10;Pet Shop;MLB63733835;Coleira Peitoral Ajustavel Para Cachorro Reflexiva Com Guia Cor Azul Liso Tamanho Da Coleira M;43,64;4,8;949;https://www.mercadolivre.com.br/coleira-peitoral-ajustavel-para-cachorro-reflexiva-com-guia-cor-azul-liso-tamanho-da-coleira-m/p/MLB63733835;;;;
932;2;Saúde;MLB47820524;Creatina 250g Monohidratada Growth Supplements Sabor Sem Sabor;59,00;4,9;32968;https://www.mercadolivre.com.br/creatina-250g-monohidratada-growth-supplements-sabor-sem-sabor/p/MLB47820524;;;;
933;3;Saúde;MLB15067109;Whey Protein Concentrado Dux Nutrition Pote 900g Sabor Baunilha;174,90;4,9;36592;https://www.mercadolivre.com.br/whey-protein-concentrado-dux-nutrition-pote-900g-sabor-baunilha/p/MLB15067109;;;;
934;4;Saúde;MLB19592785;Suplemento Em Pó Tasty Whey Adaptogen Science Proteínas Sabor Clásico 900g Original;175,00;4,9;47851;https://www.mercadolivre.com.br/suplemento-em-po-tasty-whey-adaptogen-science-proteinas-sabor-clasico-900g/p/MLB19592785;;;;
935;5;Saúde;MLB19049042;Whey Concentrado 80% Whey Protein - Growth Supplements Sabor Chocolate/amendoim;182,00;4,9;19922;https://www.mercadolivre.com.br/whey-concentrado-80-whey-protein-growth-supplements-sabor-chocolateamendoim/p/MLB19049042;;;;
936;6;Saúde;MLB18218398;Whey 100% Pure Baunilha 900g Integralmedica - Proteína Concentrada Para Crescimento E Definição Muscular;105,40;4,8;58998;https://www.mercadolivre.com.br/whey-100-pure-baunilha-900g-integralmedica-proteina-concentrada-para-crescimento-e-definico-muscular/p/MLB18218398;;;;
937;7;Saúde;MLB19550660;Suplemento Em Pó Pre Treino Pre Workout Pote 300g Sabor Frutas Vermelhas Ftw - Diabo Verde;69,00;4,7;45367;https://www.mercadolivre.com.br/suplemento-em-po-pre-treino-pre-workout-pote-300g-sabor-frutas-vermelhas-ftw-diabo-verde/p/MLB19550660;;;;
938;8;Saúde;MLB18488789;Suplemento En Pó Max Titanium Proteínas Proteínas Sabor Morango X 900g;129,90;4,8;47384;https://www.mercadolivre.com.br/suplemento-en-po-max-titanium-proteinas-proteinas-sabor-morango-x-900g/p/MLB18488789;;;;
939;9;Saúde;MLB18997061;Suplemento Black Skull Caveira Preta Whey 100% Hd Sabor Cookies & Cream De 900g;115,00;4,8;49843;https://www.mercadolivre.com.br/suplemento-black-skull-caveira-preta-whey-100-hd-sabor-cookies-cream-de-900g/p/MLB18997061;;;;
940;10;Saúde;MLB6098706;Suplemento Academia Creatina Max Titanium Em Pó Pote 150g Creatina Sem Sabor;27,90;4,8;97475;https://www.mercadolivre.com.br/suplemento-academia-creatina-max-titanium-em-po-pote-150g-creatina-sem-sabor/p/MLB6098706;;;;
941;11;Saúde;MLB47907201;Palmilha De Gel Anatômica Johncat Absorção Impacto Tamanho Da Palmilha 44;19,90;4,6;44299;https://www.mercadolivre.com.br/palmilha-de-gel-anatmica-johncat-absorco-impacto-tamanho-da-palmilha-44/p/MLB47907201;;;;
942;12;Saúde;MLB62785783;Balança Bioimpedância Digital Preta 180kg App Gratuito P/ Android E Para Ios Bioimpedancia Pediatrica Profissional Academia Nutricionista Balanca Bioimpedancia Corporal Antiderrapante Epsilon Rosa;29,95;4,8;10674;https://www.mercadolivre.com.br/balanca-bioimpedncia-digital-preta-180kg-app-gratuito-p-android-e-para-ios-bioimpedancia-pediatrica-profissional-academia-nutricionista-balanca-bioimpedancia-corporal-antiderrapante-epsilon-rosa/p/MLB62785783;;;;
943;13;Saúde;MLB27577477;Pasta De Amendoim Com Whey Protein 600g Dr. Peanut Sabor Bueníssimo Sem Glúten;45,00;4,9;44789;https://www.mercadolivre.com.br/pasta-de-amendoim-com-whey-protein-600g-dr-peanut-sabor-buenissimo-sem-gluten/p/MLB27577477;;;;
944;14;Saúde;MLB40182826;Whey Protein Concentrado 1kg Chocolate Dark Lab;129,90;4,9;18200;https://www.mercadolivre.com.br/whey-protein-concentrado-1kg-chocolate-dark-lab/p/MLB40182826;;;;
945;15;Saúde;MLB18725403;Basic Whey 1kg Growth Supplements - Chocolate;64,90;4,8;5864;https://www.mercadolivre.com.br/basic-whey-1kg-growth-supplements-chocolate/p/MLB18725403;;;;
946;16;Saúde;MLB14904087;Luvas Descartáveis Antiderrapantes Descarpack Luva Nitrilica Cor Azul Tamanho P De Nitrila Em Kit De 20 X 100 Unidades;428,95;4,8;30067;https://www.mercadolivre.com.br/luvas-descartaveis-antiderrapantes-descarpack-luva-nitrilica-cor-azul-tamanho-p-de-nitrila-em-kit-de-20-x-100-unidades/p/MLB14904087;;;;
