Posição Global;Posição Categoria;Subcategoria;ASIN;Nome;Preço à vista;Nota Geral;Qtd. Avaliações;Link;Características;Nota Comentário;Data Comentário;Comentário
27;7;Acessórios para Veículos;N/A;Scanner Automotivo Bluetooth Obd2 Eml 327 Android Ios Obdii;26,09;4,5;10775;https://www.mercadolivre.com.br/scanner-automotivo-bluetooth-obd2-eml-327-android-ios-obdii/up/MLBU1458199008;N/A;5;09/05/2024;"Testei o produto no prisma joy 2019 1. 0 e deu super certo, apareceu o códigos das falhas que tava causando a luz acesa de injeção. Não consegui baixar o aplicativo no site que vem na caixa do produto, porém basta você ir na play story e baixar o app "" car scanner"" que funciona perfeitamente, ele tem a versão grátis que é muito boa como também tem a versão paga. Eu não cheguei a usar a paga pois a versão grátis já me serviu.
Código de erro que apareceu no meu caso:.
P0300.
Random/multiple cylinder(s) - misfire detected.
P0138.
Heated oxygen sensor (ho2s) 2, bank 1 - high voltage.
P0073.
Outside air temperature sensor - high input.
Consideração final; podem comprar sem medo o produto é muito bom, recomendo assistir um vídeo de como fazer a conexão, antes de usar o app, no meu caso como não tinha visto nada apanhei um pouco pra conseguir conectar, mais no final deu certo! polpei r$180,00 o valor se tivesse ido na oficina só pra eles passarem o scanner."
28;8;Acessórios para Veículos;N/A;Capa De Chuva Motoqueiro Motoboy Moto Conjunto Impermeável Preto Capa-g;76,54;4,7;8284;https://www.mercadolivre.com.br/capa-de-chuva-motoqueiro-motoboy-moto-conjunto-impermeavel/up/MLBU1744605031;N/A;5;07/11/2024;Testei hoje pela primeira vez andei 25 km de baixo de muita chuva e está aprovado nao molhou nada! tenho 55kg e 1,76 e peguei m e achei um pouco pequena nas mangas do braço mas de resto ficou bom bem grande na verdade por eu ser magro. Conseguei colocar a mochila nas costas junto apertando mas foi. Achei que iria ficar um pouco umida por estar tomando bastante chuva e fiquei bem impressionado pelo o resultado. Molhou bem na parte de baixo da jaqueta mas acho que por que é onde fica o acumulo de agua e bem na barra da calça mas muito pouco. Nota 9.
28;8;Acessórios para Veículos;N/A;Capa De Chuva Motoqueiro Motoboy Moto Conjunto Impermeável Preto Capa-g;76,54;4,7;8284;https://www.mercadolivre.com.br/capa-de-chuva-motoqueiro-motoboy-moto-conjunto-impermeavel/up/MLBU1744605031;N/A;5;10/12/2024;"Eu amei!!.
Comprem sem medo. Medida veio certinha, pedi um p feminino, não ficou acochado e nem frouxo, medida certa.
Ela não é fedorenta, mas é bem pesada. Mas dá para andar."
28;8;Acessórios para Veículos;N/A;Capa De Chuva Motoqueiro Motoboy Moto Conjunto Impermeável Preto Capa-g;76,54;4,7;8284;https://www.mercadolivre.com.br/capa-de-chuva-motoqueiro-motoboy-moto-conjunto-impermeavel/up/MLBU1744605031;N/A;5;04/01/2025;"Tenho 1,55 peso 88 quilos, peguei um gg se tivesse pego menor n subiria no quadril vem com cheirinho de plástico, conforme for usando acredito que saia o cheiro isso é normal n me incomoda, de largura ficou ótimo só ficou grande nos braços e pernas sou baixinha rs.
Tem bolsos externo e interno porém são pequenos n cabe meu celular, o que eu gosto muito é que tem elástico atrás da blusa.
Então negativo só os bolsos os fabricantes precisa acompanhar os tamanhos dos celulares maiores.
Podem comprar sem medo."
28;8;Acessórios para Veículos;N/A;Capa De Chuva Motoqueiro Motoboy Moto Conjunto Impermeável Preto Capa-g;76,54;4,7;8284;https://www.mercadolivre.com.br/capa-de-chuva-motoqueiro-motoboy-moto-conjunto-impermeavel/up/MLBU1744605031;N/A;5;19/03/2024;Muito top sem dúvidas um material muito bom, protege bem tem o zíper eo velcro que deixa tudo fechadinho e fecha nos pés e no pulso tbm super indico.
28;8;Acessórios para Veículos;N/A;Capa De Chuva Motoqueiro Motoboy Moto Conjunto Impermeável Preto Capa-g;76,54;4,7;8284;https://www.mercadolivre.com.br/capa-de-chuva-motoqueiro-motoboy-moto-conjunto-impermeavel/up/MLBU1744605031;N/A;5;30/05/2024;Amei ficou grande mais e linda 😍.
28;8;Acessórios para Veículos;N/A;Capa De Chuva Motoqueiro Motoboy Moto Conjunto Impermeável Preto Capa-g;76,54;4,7;8284;https://www.mercadolivre.com.br/capa-de-chuva-motoqueiro-motoboy-moto-conjunto-impermeavel/up/MLBU1744605031;N/A;4;03/06/2024;Pelo preço valeu a pena, parece ser resistente. Pensei que ficaria pequeno pois pedi o tamanho m, mas ficou bom e ainda achei grande.
28;8;Acessórios para Veículos;N/A;Capa De Chuva Motoqueiro Motoboy Moto Conjunto Impermeável Preto Capa-g;76,54;4,7;8284;https://www.mercadolivre.com.br/capa-de-chuva-motoqueiro-motoboy-moto-conjunto-impermeavel/up/MLBU1744605031;N/A;5;03/07/2024;Ótimo produto! recomendo, amei!.
28;8;Acessórios para Veículos;N/A;Capa De Chuva Motoqueiro Motoboy Moto Conjunto Impermeável Preto Capa-g;76,54;4,7;8284;https://www.mercadolivre.com.br/capa-de-chuva-motoqueiro-motoboy-moto-conjunto-impermeavel/up/MLBU1744605031;N/A;5;04/11/2024;Achei top tenho 1. 85 de altura peso 87 kilos peguei a xg pq gosto de usar com agasalho por baixo fico perfeito !.
28;8;Acessórios para Veículos;N/A;Capa De Chuva Motoqueiro Motoboy Moto Conjunto Impermeável Preto Capa-g;76,54;4,7;8284;https://www.mercadolivre.com.br/capa-de-chuva-motoqueiro-motoboy-moto-conjunto-impermeavel/up/MLBU1744605031;N/A;5;24/04/2024;Tamanho m.
28;8;Acessórios para Veículos;N/A;Capa De Chuva Motoqueiro Motoboy Moto Conjunto Impermeável Preto Capa-g;76,54;4,7;8284;https://www.mercadolivre.com.br/capa-de-chuva-motoqueiro-motoboy-moto-conjunto-impermeavel/up/MLBU1744605031;N/A;5;09/07/2024;Produto top 💪.
29;9;Acessórios para Veículos;N/A;Cera Polimento Queimado Riscos Carnauba Automotiva;29,05;4,3;3930;https://www.mercadolivre.com.br/cera-polimento-queimado-riscos-carnauba-automotiva/up/MLBU3329869948;N/A;5;19/09/2025;Recomendo, produto muito bom, ela esconde a queimadura não é que vai sumir, com o tempo tem que passar novamente, serviu muito para o que eu queria. Certamente irei comprar mais.
29;9;Acessórios para Veículos;N/A;Cera Polimento Queimado Riscos Carnauba Automotiva;29,05;4,3;3930;https://www.mercadolivre.com.br/cera-polimento-queimado-riscos-carnauba-automotiva/up/MLBU3329869948;N/A;5;22/09/2025;"Vi muitas opniões negativas porém, acho que não entenderam a intenção do produto. Ele não substitui uma pintura nova na oficina! não! é uma ""maquiagem forte"" e duradoura (resistente a àgua, mas não deve esfregar, claro!) para justamente você, como eu que não está com tempo pra deixar o carro, com a ""pintura queimada"", na oficina, para restauraçâo. É isto! assim, cumpre muito bem o seu papel proposto!👍🏻."
29;9;Acessórios para Veículos;N/A;Cera Polimento Queimado Riscos Carnauba Automotiva;29,05;4,3;3930;https://www.mercadolivre.com.br/cera-polimento-queimado-riscos-carnauba-automotiva/up/MLBU3329869948;N/A;4;10/11/2025;Ele realmente esconde o queimado da pintura por ser uma pasta a base de oleo, é como se voce estivesse passando um wd40 porém em pasta. O carro fica com uma película levemente oleosa e se se a sua regiao for de muita poeira ou areia como é meu caso o seu carro ficará empanado como um bife a milanesa. Mas que ela esconde o queimado isso ela esconde. A durabilidade é de 3 a 5 dias no máximo sem chuva. Eu acho que ainda assim. Indicaria o produto pela sua eficiência em resolver o problema aparente da pintura queimada.
29;9;Acessórios para Veículos;N/A;Cera Polimento Queimado Riscos Carnauba Automotiva;29,05;4,3;3930;https://www.mercadolivre.com.br/cera-polimento-queimado-riscos-carnauba-automotiva/up/MLBU3329869948;N/A;5;09/11/2025;Eu gostei bastante, pra vcs verem o meu carro está bem danificado, melhora bastante. Os riscos tira tudo muito bom, pelo preço vale a pena , pode comprar sem medo.
29;9;Acessórios para Veículos;N/A;Cera Polimento Queimado Riscos Carnauba Automotiva;29,05;4,3;3930;https://www.mercadolivre.com.br/cera-polimento-queimado-riscos-carnauba-automotiva/up/MLBU3329869948;N/A;5;22/10/2025;Ainda não usei,mas gostei do cheiro,amei a imagem de um alien 👽 achei muito maneiro 😍😂❤️.
30;10;Acessórios para Veículos;N/A;Quebra Sol Para Brisa Carro Protetor Solar Quebra Sol;27,49;4,5;849;https://www.mercadolivre.com.br/quebra-sol-para-brisa-carro-protetor-solar-quebra-sol/up/MLBU3372437069;N/A;5;14/11/2025;O melhor que já usei.
30;10;Acessórios para Veículos;N/A;Quebra Sol Para Brisa Carro Protetor Solar Quebra Sol;27,49;4,5;849;https://www.mercadolivre.com.br/quebra-sol-para-brisa-carro-protetor-solar-quebra-sol/up/MLBU3372437069;N/A;5;26/10/2025;Prático e protege bem!.
30;10;Acessórios para Veículos;N/A;Quebra Sol Para Brisa Carro Protetor Solar Quebra Sol;27,49;4,5;849;https://www.mercadolivre.com.br/quebra-sol-para-brisa-carro-protetor-solar-quebra-sol/up/MLBU3372437069;N/A;5;18/10/2025;Sem texto
30;10;Acessórios para Veículos;N/A;Quebra Sol Para Brisa Carro Protetor Solar Quebra Sol;27,49;4,5;849;https://www.mercadolivre.com.br/quebra-sol-para-brisa-carro-protetor-solar-quebra-sol/up/MLBU3372437069;N/A;5;07/12/2025;Ajuda muito, fica fresco dentro do carro. Recomendo muito!!.
30;10;Acessórios para Veículos;N/A;Quebra Sol Para Brisa Carro Protetor Solar Quebra Sol;27,49;4,5;849;https://www.mercadolivre.com.br/quebra-sol-para-brisa-carro-protetor-solar-quebra-sol/up/MLBU3372437069;N/A;5;02/11/2025;Excelente custo benefício.
31;11;Acessórios para Veículos;MLB11976986;Capacete Para Moto Pro Tork Sport Moto 788 Cor Rosa Tamanho Do Capacete 60;110,67;4,6;14063;https://www.mercadolivre.com.br/capacete-para-moto-pro-tork-sport-moto-788-cor-rosa-tamanho-do-capacete-60/p/MLB11976986;N/A;5;19/06/2021;Lindo, perfeito! o capacete é maravilhoso, vi muitos comentários de que a viseira é ruim e embaçada, mas muito pelo contrário ela é perfeita nem parece que estava de capacete. O tamanho foi perfeito, comprei para as aulas do cfc. Comprem sem medo.
31;11;Acessórios para Veículos;MLB11976986;Capacete Para Moto Pro Tork Sport Moto 788 Cor Rosa Tamanho Do Capacete 60;110,67;4,6;14063;https://www.mercadolivre.com.br/capacete-para-moto-pro-tork-sport-moto-788-cor-rosa-tamanho-do-capacete-60/p/MLB11976986;N/A;5;16/05/2023;Ótimo.
31;11;Acessórios para Veículos;MLB11976986;Capacete Para Moto Pro Tork Sport Moto 788 Cor Rosa Tamanho Do Capacete 60;110,67;4,6;14063;https://www.mercadolivre.com.br/capacete-para-moto-pro-tork-sport-moto-788-cor-rosa-tamanho-do-capacete-60/p/MLB11976986;N/A;5;18/04/2024;Veio com os adesivos muito mal colados e não lembro de ler que que o capacete era adesivado. Achei que fosse pintado.
31;11;Acessórios para Veículos;MLB11976986;Capacete Para Moto Pro Tork Sport Moto 788 Cor Rosa Tamanho Do Capacete 60;110,67;4,6;14063;https://www.mercadolivre.com.br/capacete-para-moto-pro-tork-sport-moto-788-cor-rosa-tamanho-do-capacete-60/p/MLB11976986;N/A;5;13/06/2023;Pra começo de trabalho foi uma boa compra,tem que proteger,faz parte da segurança de todo motoboy!.
31;11;Acessórios para Veículos;MLB11976986;Capacete Para Moto Pro Tork Sport Moto 788 Cor Rosa Tamanho Do Capacete 60;110,67;4,6;14063;https://www.mercadolivre.com.br/capacete-para-moto-pro-tork-sport-moto-788-cor-rosa-tamanho-do-capacete-60/p/MLB11976986;N/A;5;08/06/2023;Capacete muito bom recomendo a compra.
32;12;Acessórios para Veículos;MLB26987256;Macaco Hidraulico Tipo Jacare Até 2 Toneladas Elevação 125-300mm 510085 Com Caixa Plástica Sparta;154,13;4,7;17986;https://www.mercadolivre.com.br/macaco-hidraulico-tipo-jacare-ate-2-toneladas-elevaco-125-300mm-510085-com-caixa-plastica-sparta/p/MLB26987256;N/A;5;30/09/2023;O jaquerezinho é muito bom,,,mas pra carro altos precisa colocar um toco de madeira ou outra peça pra dar altura e levantar o carro principalmente se for suv.
32;12;Acessórios para Veículos;MLB26987256;Macaco Hidraulico Tipo Jacare Até 2 Toneladas Elevação 125-300mm 510085 Com Caixa Plástica Sparta;154,13;4,7;17986;https://www.mercadolivre.com.br/macaco-hidraulico-tipo-jacare-ate-2-toneladas-elevaco-125-300mm-510085-com-caixa-plastica-sparta/p/MLB26987256;N/A;5;14/10/2023;Bom o produto e de boa qualidade porém o curso dele e limitado dependendo do veículo tem que pôr um calço!!! mas está ali altura máxima , bom é prestar atenção nisso mas o produto atendeu o propósito muito bom!!!.
32;12;Acessórios para Veículos;MLB26987256;Macaco Hidraulico Tipo Jacare Até 2 Toneladas Elevação 125-300mm 510085 Com Caixa Plástica Sparta;154,13;4,7;17986;https://www.mercadolivre.com.br/macaco-hidraulico-tipo-jacare-ate-2-toneladas-elevaco-125-300mm-510085-com-caixa-plastica-sparta/p/MLB26987256;N/A;4;20/02/2024;Produto muito bom, mas como eu tenho uma toro, o produto não alcança, acho que eles precisavam avisar, tive que comprar um alongador, mas achei um excelente e mesmo assim ficou muito mais barato do que um jacaré mais alto, que além de caro é muito maior. Outro ponto é que no início da elevação é super leve, mas na metade para o final achei pesado, o macaco original dela é de 1. 5 tn, então só achei que deveria ser leve o tempo todo, mas gostei bastante, é melhor e mais prático que o macaco original, deixei um tempo elevado para ver se não baixava sozinho e ficou de boa, para baixar é incrível perto dos macacos de rosca. Valeu a pena.
32;12;Acessórios para Veículos;MLB26987256;Macaco Hidraulico Tipo Jacare Até 2 Toneladas Elevação 125-300mm 510085 Com Caixa Plástica Sparta;154,13;4,7;17986;https://www.mercadolivre.com.br/macaco-hidraulico-tipo-jacare-ate-2-toneladas-elevaco-125-300mm-510085-com-caixa-plastica-sparta/p/MLB26987256;N/A;4;01/03/2024;"Material bem acabado, robusto.
Pesado.
Infelizmente ele não levanta o carro na altura suficiente para sacar o pneu.
Meu carro siena aro 14.
Preciso de calço de madeira conforme está nas fotos."
32;12;Acessórios para Veículos;MLB26987256;Macaco Hidraulico Tipo Jacare Até 2 Toneladas Elevação 125-300mm 510085 Com Caixa Plástica Sparta;154,13;4,7;17986;https://www.mercadolivre.com.br/macaco-hidraulico-tipo-jacare-ate-2-toneladas-elevaco-125-300mm-510085-com-caixa-plastica-sparta/p/MLB26987256;N/A;5;02/09/2023;Gostei muito!.
32;12;Acessórios para Veículos;MLB26987256;Macaco Hidraulico Tipo Jacare Até 2 Toneladas Elevação 125-300mm 510085 Com Caixa Plástica Sparta;154,13;4,7;17986;https://www.mercadolivre.com.br/macaco-hidraulico-tipo-jacare-ate-2-toneladas-elevaco-125-300mm-510085-com-caixa-plastica-sparta/p/MLB26987256;N/A;4;31/05/2025;Não devolvo porque não posso mais devolver porque amassou no primeiro uso. Embora com embolo hidráulico para uma boa carga (2t) a chapa do material do qual é fabricado não suporta tanto pêso e o meu empenou já no primeiro uso. Para que ele suporte a carga que o êmbolo é capaz de mover, sem empenar a carcaça, é preciso usá-lo sempre em superfície plana e regular. Mas a questão é que nem sempre podemos estar na condição ideal de uso, a final, é uma ferramenta justamente para emergências numa troca de roda na rua, por exemplo, e não dá para ficarmos escolhendo o solo. O macaco original do meu carro acaba sendo melhor e gastei comprando este para facilitar as coisas numa necessidade. Me arrependi,.
32;12;Acessórios para Veículos;MLB26987256;Macaco Hidraulico Tipo Jacare Até 2 Toneladas Elevação 125-300mm 510085 Com Caixa Plástica Sparta;154,13;4,7;17986;https://www.mercadolivre.com.br/macaco-hidraulico-tipo-jacare-ate-2-toneladas-elevaco-125-300mm-510085-com-caixa-plastica-sparta/p/MLB26987256;N/A;5;15/04/2021;Aparentemente é bom, veio com borrachas de vedação para reposição, espero que dure, porém não deu altura para trocar o pneu de um vectra elite com suspensão esportiva, não tirou a roda do chão na altura máxima do macaco, temq calçar com um toco de madeira.
32;12;Acessórios para Veículos;MLB26987256;Macaco Hidraulico Tipo Jacare Até 2 Toneladas Elevação 125-300mm 510085 Com Caixa Plástica Sparta;154,13;4,7;17986;https://www.mercadolivre.com.br/macaco-hidraulico-tipo-jacare-ate-2-toneladas-elevaco-125-300mm-510085-com-caixa-plastica-sparta/p/MLB26987256;N/A;5;14/08/2023;O macaco é excelente só a maleta que não condiz com o equipamento, muito frágil.
32;12;Acessórios para Veículos;MLB26987256;Macaco Hidraulico Tipo Jacare Até 2 Toneladas Elevação 125-300mm 510085 Com Caixa Plástica Sparta;154,13;4,7;17986;https://www.mercadolivre.com.br/macaco-hidraulico-tipo-jacare-ate-2-toneladas-elevaco-125-300mm-510085-com-caixa-plastica-sparta/p/MLB26987256;N/A;5;12/11/2023;Muito legal estou muito contente, excelente.
32;12;Acessórios para Veículos;MLB26987256;Macaco Hidraulico Tipo Jacare Até 2 Toneladas Elevação 125-300mm 510085 Com Caixa Plástica Sparta;154,13;4,7;17986;https://www.mercadolivre.com.br/macaco-hidraulico-tipo-jacare-ate-2-toneladas-elevaco-125-300mm-510085-com-caixa-plastica-sparta/p/MLB26987256;N/A;5;14/05/2024;Me serviu, mas é bom ter cuidado. Havia visto relatos e passei pelo mesmo. Valvula de abertura para descida é muito sensível. Mesmo estando fechada o veiculo desceu, há risco de derruubar o carro de uma vez.
33;13;Acessórios para Veículos;MLB28012638;Kit 3 Pano Reutilizável Multiuso Scott Duramax Com 174 Panos Cor Branco;24,08;4,9;3211;https://www.mercadolivre.com.br/kit-3-pano-reutilizavel-multiuso-scott-duramax-com-174-panos-cor-branco/p/MLB28012638;N/A;5;21/09/2024;É a primeira vez que utilizamos esse produto. Gostamos muito mesmo! essa marca é muito boa e o preço estava fantástico no momento da compra! utilizamos na cozinha com limpeza simples e após a lavagem ficou perfeito! vamos continuar comprando.
33;13;Acessórios para Veículos;MLB28012638;Kit 3 Pano Reutilizável Multiuso Scott Duramax Com 174 Panos Cor Branco;24,08;4,9;3211;https://www.mercadolivre.com.br/kit-3-pano-reutilizavel-multiuso-scott-duramax-com-174-panos-cor-branco/p/MLB28012638;N/A;5;29/01/2025;Produto multiuso, uso muito para limpeza de pele, remover excesso de produtos do rosto, produto que não fica encharcado , fica elástico quando úmido , uso cortado em 4 e rende muito, super recomendo!.
33;13;Acessórios para Veículos;MLB28012638;Kit 3 Pano Reutilizável Multiuso Scott Duramax Com 174 Panos Cor Branco;24,08;4,9;3211;https://www.mercadolivre.com.br/kit-3-pano-reutilizavel-multiuso-scott-duramax-com-174-panos-cor-branco/p/MLB28012638;N/A;5;30/08/2024;Não fica muito limpo após a lavagem, mas, é bem absorvente no primeiro uso.
